$L_{REGCOIL}$,$L^*_{\nabla \vec{B}}$,$L_{\vec{B} \cdot \nabla \vec{B}}$,$L_{\nabla |B|}$,$L_{\max \sigma}$,$L_{\sigma}$,$L_{fsab}$
2.482970817470891,1.4573354383448682,0.8324737960301395,1.3222285417208113,1.1295946960296963,1.4573354383448682,0.6148138796925506
7.573533683602849,7.061840503972998,4.425469681852886,5.795398784478697,6.293311717409817,7.061840503972999,3.752971735571343
4.081482184172734,2.410779093436782,1.530265617008703,1.8889258418825106,2.0439908893507677,2.410779093436782,1.1745493214286642
2.987326050774272,2.158153285353618,1.561010268420333,1.6463060833981564,1.9372185758585607,2.158153285353618,0.9184449896788547
26.335890903150233,13.137907261336032,10.243073686167895,11.69075208258693,12.052273903789121,13.137907261336032,7.551718200162947
3.4691056896874053,2.7322612947557463,1.7514486145431671,2.416324513761318,2.4062802301368853,2.7322612947557463,1.330163802239612
5.486411206496408,3.3213987487384253,2.2532304053392944,2.8409176756851378,2.955349856150472,3.3213987487384253,1.5488759803730767
3.473459860458223,2.8046483506297624,1.8450954145310408,2.4674442118983855,2.5057152638333817,2.804648350629762,1.3672327469420855
17.06296811920825,7.684937540174339,6.131678656476347,6.824259679075646,7.0182577601379945,7.684937540174339,4.026038071917946
1.9184355024277597,1.4560457916144123,1.073880972443007,1.1309707461680538,1.3772621866744514,1.4560457916144123,0.5268303249255856
3.9418788664643896,2.2794669626825943,1.3648930217390443,1.8696301989457609,1.7026018983044606,2.2794669626825947,0.9937296108513332
2.5306045894530103,1.2807079360677955,0.6841595654927372,1.2320444261103165,0.9668889885263059,1.2807079360677955,0.5401859928051213
1.481924014757877,1.484535384916149,1.0598313748842279,1.1447346305642951,1.374045561560069,1.4845353849161484,0.5379483715437119
2.457044268518305,1.6068186729367924,0.9961786395717983,1.3895050199577428,1.430805719089707,1.6068186729367924,0.6586816861506699
18.925604357059047,14.348659802962478,11.145623212758993,12.318359759023988,14.067753469221561,14.34865980296248,8.013793772393274
3.7515346306347737,2.2191120156198125,1.4756585373259588,1.8603743641292543,1.790102642440374,2.2191120156198116,0.9684574604062924
5.019017766048032,4.092980126700687,3.7955708847892113,3.718440091022462,3.8003490701071034,4.092980126700688,2.113811743487368
7.526703679180479,4.45360414032092,3.940838057004405,4.152740284588241,4.388376733716591,4.453604140320919,2.0983701041368072
1.7474645332209209,1.4935819025160135,0.9207846786661367,1.360354402532005,1.4154231261121581,1.4935819025160133,0.5434360372053686
3.1126378000380672,1.9632088232204705,1.5129354485320206,1.683226296727597,1.7995856018135148,1.9632088232204705,0.8098526784067364
5.500644003598666,3.311826475919099,2.2478362318487153,2.585561185426039,2.9079700571786686,3.3118264759190983,1.652486731936549
2.7269843761296606,1.8753318471328442,1.1400547064734476,1.5810870929334566,1.714238772924889,1.8753318471328446,0.7432857681332421
2.2371277694045806,1.607776725752384,1.0212563152560434,1.3245891985910554,1.3569490275304508,1.607776725752384,0.6772444446516661
4.02271390013125,2.1444785901304386,1.3915267771956463,1.6966899365072843,1.7265868497853378,2.1444785901304386,1.053209534997196
1.9666069652533635,1.5433820458595233,0.955934905982006,1.3893993512287854,1.4577322507927997,1.5433820458595233,0.5622521298636186
5.503110809170955,2.9821230804012715,2.021762685696366,2.502606059406639,2.498104087671847,2.982123080401271,1.4234840042750732
3.9858983575161377,3.186744687159528,1.968743001958755,2.679755979461726,2.5704606532416348,3.186744687159529,1.4758625675488073
