QUASR coil distance,$L_{REGCOIL}$_0
2.3680845232298915,5.406845411690914
3.6883233097627874,3.363474455824685
2.312793836654865,4.079181518004607
2.0136689547637885,4.116412566824287
3.150335362388644,5.630014598828781
2.999996469306901,5.466477794293639
3.8634909221894684,3.3428788280181525
2.782683641505918,5.4373938867636324
2.0547462164314068,2.762048809714108
1.8880455093507202,3.9689306352676517
