,qs_error,total_coil_length,total_coil_length_threshold,mean_iota,max_kappa,max_msc,nc_per_hp,nfp,aspect_ratio,ID,minor_radius,Nsurfaces,volume,helicity,QUASR coil distance,$L^*_{\nabla \vec{B}}$,$L_{\vec{B} \cdot \nabla \vec{B}}$,$L_{\nabla |B|}$,$L_{\max \sigma}$,$L_{\sigma}$,$L_{fsab}$
67,2.0854416593733814e-05,66.00009529238116,66.0,0.5,5.000009991286444,5.000001180490608,2,3,10.000017394147331,222223,0.099999898542333,2,0.1973918305598362,0,9.379181177275596,17.108674476287916,12.307834409909503,15.045110847798098,16.20365184055022,17.108674476287916,9.67376064442256
68,2.0313752138289967e-08,89.99999991278628,90.0,0.1,4.994525671997347,3.915563624179692,3,2,3.9999999998739537,187674,0.2500000000026259,5,1.2337005501361695,0,5.842646692755186,6.847254080791309,5.095046271074595,6.085171958367163,6.752688622062813,6.84725408079131,3.62425977024133
69,2.1513424579823835e-06,74.99999733153433,75.0,0.3,4.715291540700572,5.000005277659055,2,3,20.00000078656917,1083628,0.0499999992773975,1,0.0493480218066883,0,2.0152435014675945,2.7927270051353115,1.9583080114500575,2.5254900733060706,2.5256930001899427,2.792727005135312,1.322512438994891
70,0.0001069907109301,90.00018355233726,90.0,0.9,4.997951419928541,5.000009691003967,2,3,3.3333871087170537,932342,0.2999983867558388,6,1.7765287921960822,0,3.773951177362896,6.722566354781812,5.104517343309879,5.201367338678827,6.187582537704806,6.722566354781811,3.7400452873928103
71,4.746545234788448e-06,54.00003809482209,54.0,0.4,4.102043074843859,5.0000029729160325,2,3,10.00000338651934,1084301,0.0999999887116047,2,0.1973920880217872,0,3.760119375783863,4.294870796790627,3.975145116592409,3.843263781758575,4.193304829277822,4.294870796790626,2.125794820699064
72,2.266260439917436e-08,93.00000100564,93.0,0.5,5.000001030786391,4.999973904788173,3,2,9.999999907591452,897359,0.1000000003080286,2,0.1973920880217877,0,14.144527764097417,14.620973330799316,13.508459796989408,12.571542676167496,14.289943970441485,14.620973330799316,8.264201976259374
73,2.6551583368454016e-06,90.00002657862825,90.0,0.5,4.998273260701615,5.000030834509658,3,2,3.333332796597621,776746,0.3000000161020729,6,1.776528792196081,0,3.0519331899425226,4.569260592649574,3.2249330358215427,3.70670343511997,4.266656175566898,4.569260592649574,2.479943232054964
74,4.924854408776256e-07,87.00001861085607,87.0,0.5,4.999187347048736,5.000005204776871,3,2,3.99999918136807,897236,0.2500000170548342,5,1.2337005501361706,0,1.3487220384754928,2.361583113045296,1.5710824869628994,2.076001115310471,2.265960518727573,2.361583113045296,1.056030796839689
75,5.443178973500301e-07,72.000001478506,72.0,0.5,4.338666842518983,5.00000022024578,2,3,10.000000929796714,649174,0.0999999969006778,2,0.1973920880217873,0,5.11482535537976,6.896364825842617,5.105273737034049,6.120296712310182,6.785719398813346,6.896364825842616,3.66023829547184
76,3.389437774028514e-08,104.9999988570334,105.0,0.7,3.89661118905791,3.9971509961379392,2,3,20.000000935205712,651931,0.0499999992206619,1,0.0493480220054467,0,5.556249725447632,8.36194937422963,5.689240426554343,7.875394116777611,7.528724441845568,8.361949374229631,4.206731210121317
77,2.883693015545903e-09,93.0000016173841,93.0,0.9,4.66997239141941,5.0000004321412055,2,3,19.999999994807425,653800,0.0500000000043271,1,0.0493480220054466,0,0.5675081507183216,2.102155682241036,1.420024380578455,1.6365335396758975,1.964924049398092,2.1021556822410354,0.9151710883526836
78,7.502189221360461e-09,107.99991822675769,108.0,0.3,4.94798896747258,4.999999713027388,3,2,4.999999931756341,774952,0.2000000009099153,4,0.7895683520871475,0,6.046253709001105,7.682089046777698,6.848870023537277,6.564684782135671,7.625112989518704,7.682089046777698,4.076269919838403
79,5.023591384525322e-07,101.9999888288484,102.0,0.5,5.000001426503271,4.4431130113875374,3,2,2.8571428979354634,619002,0.3499999983343021,7,2.4180530782668965,0,1.3578941108663616,1.4954561949164116,1.042307595003664,1.2694520503960298,1.1968712767719176,1.495456194916412,0.641323565194743
80,4.4451562714404667e-07,55.00000037804992,54.999996,1.3,11.30624156242805,21.961482107199924,2,3,19.99999905345571,1114441,0.0500000007887869,1,0.0493480220054468,1,9.60899982812519,19.881725598336327,20.218981660700948,14.422669723952705,17.7592721865675,19.88172559833633,11.000381461339606
81,4.3846706400534586e-07,57.00000288920244,57.0,0.4,3.5019933770289087,5.000000172708086,2,3,20.000000209573848,401919,0.0499999998253551,1,0.0493480220054467,0,2.80866417198031,4.734457510051491,3.3940114518109543,3.910597384462026,4.547845089125511,4.734457510051492,2.3779558857888494
82,8.469106409927671e-07,54.00001304021247,54.0,0.7,4.176612419951681,5.000000700872314,2,3,19.9999999298708,929530,0.050000000058441,1,0.0493480220054468,0,11.735487716735925,19.966193035061035,14.493100474846738,16.909833310762966,18.942728624668906,19.966193035061035,11.157174029134875
83,3.012037694226131e-07,75.00000102429364,75.0,0.3,4.089793898266355,3.4401947040323746,3,2,3.9999998954989566,21704,0.2500000021771051,5,1.2337005501361695,0,9.735168419383305,16.489140422268513,15.260383641239349,12.91900711199104,15.784656502221264,16.489140422268516,9.317920086433146
84,0.0007240551215806,66.00356435527057,66.0,0.96,7.1157336068748736,12.695319014432012,3,2,7.999553734160227,2327093,0.1250018224591298,3,0.3084214222407978,1,10.546060401557543,16.61949313090997,13.045693143282769,15.992021764102308,14.88849404580752,16.61949313090997,10.080773578717722
85,4.041819726721946e-06,56.4000443331188,56.400000000000006,1.0,10.06846150163438,17.33284723857219,3,2,24.00025271413065,2115166,0.0416661972660881,1,0.0342686623763832,1,9.748495203961308,18.263350483423917,17.482561310970762,14.351012327539712,17.43506060925476,18.263350483423917,10.244148038086063
86,2.1443237051063854e-07,65.99999570007368,66.0,0.3,4.445840735096332,5.000000352494795,3,2,6.666666561483297,21541,0.1500000007888752,3,0.444132198049021,0,4.85947192052248,6.860042328475712,5.104278905518848,6.151923188898506,6.811355088306183,6.860042328475712,3.606019668757399
87,7.856319800479103e-05,98.9994188233552,99.0,0.8,2.948756369959463,3.1492785877507217,3,2,3.33317074854606,900695,0.3000048777022272,6,1.7765287921960868,0,4.037914448221902,6.214002064367628,4.437834389280178,4.940854867119279,5.408107625979122,6.214002064367628,3.40445158929158
88,4.979125346119651e-08,87.00001237314848,87.0,0.4,4.690900476122966,4.400176699734174,3,2,20.000005932923884,190792,0.0499999838453514,1,0.0493479888123537,0,7.542503226280851,18.270288170990927,12.868065349352332,15.624080175549151,16.84748022428419,18.270288170990927,10.299687052739436
89,3.234102137808814e-08,98.99999989473264,99.0,0.1,4.994312772683223,4.999999885454905,2,3,9.999999979208432,50765,0.1000000000693051,2,0.197392088021787,0,0.8835652632699968,1.6052737277857674,1.081512819111546,1.3049298492245396,1.5164839450617291,1.6052737277857674,0.6201949468632789
90,2.1847632374365694e-10,90.00000007872995,90.0,0.1,4.096630710252572,4.999996040917668,3,2,19.999999955525308,19838,0.0500000000370622,1,0.0493480220054469,0,3.3859814422175902,4.285697575594675,3.9159214358924648,3.774733188731806,4.124894280497764,4.285697575594675,2.14855365183337
91,2.393398116603208e-08,71.99995494601063,72.0,0.7,4.773947946642533,5.000000509886795,2,3,20.000000191102853,809298,0.0499999998407476,1,0.0493480220054468,0,2.2894893743365285,3.390803302343822,2.493798263347984,2.850061346295002,3.0592257581933398,3.390803302343821,1.5100600297039293
92,1.885186600655685e-09,90.00000048946778,90.0,0.4,4.490689419671247,5.0000001313104665,3,2,9.99999992182065,23045,0.1000000002605979,2,0.1973920880217878,0,9.675659102884774,18.7976351974717,19.886017596267983,13.890075087418955,17.035106498591023,18.7976351974717,10.399400802642058
93,1.4033851996104872e-09,89.99979631592005,90.0,0.3,4.039620517074592,3.0401442256976074,3,2,6.666666676174149,189793,0.1499999999286938,3,0.4441321980490204,0,8.370207627756896,13.861437919715517,13.884477488369988,10.997959493205215,12.563450321677252,13.861437919715511,8.238550330425538
94,0.0018755893371964,101.9998696808008,102.0,0.3,3.918347827972698,3.648774359932861,2,3,2.8575201541858832,220793,0.3499845950602489,7,2.4180530782669645,0,3.26775270646808,3.943253283354329,3.54547802257586,3.592172800147187,3.5254880893297846,3.943253283354328,1.9860739133321663
95,0.000255670927437,57.00109534345683,57.0,0.1,5.0000212061725,5.000059959276862,2,3,2.8572026100422296,802640,0.34999756012396,7,2.4180530782668965,0,8.493799985042966,13.559529334911808,13.79029440033352,12.00826800841466,13.401207397310644,13.559529334911808,7.57711863198139
96,4.43241575243598e-08,83.9999762991594,84.0,0.1,4.998585408142683,4.023912493262396,3,2,4.999999967159038,614421,0.2000000004378796,4,0.7895683520871503,0,2.564758504709665,3.261572184345579,2.591691137182618,2.778617538438114,2.889890546132223,3.261572184345579,1.5235632296624586
97,1.649904920278269e-05,54.00010776250264,54.0,0.5,3.309777011304394,5.000004409859796,3,2,6.666654095081976,372227,0.1500000942870036,3,0.4441321980490205,0,8.97971180945474,18.52273265404312,17.86300728935205,13.856635019655624,17.0986533196597,18.522732654043114,10.388833995391211
98,0.0002294259741422,54.00143384551291,54.0,0.5,3.75028411216504,5.000026320702872,3,2,4.000877739530844,23426,0.2499415154065035,5,1.2331054499558376,0,3.855216657084513,4.410328655049833,3.155837430674491,3.840126953231852,4.297206121823515,4.410328655049832,2.196585133418142
99,1.408498829874217e-09,107.99984884832745,108.0,0.4,2.986512350201957,2.9896001145061595,3,2,6.666666644523143,23396,0.1500000001660764,3,0.4441321980490215,0,1.783183858883265,3.1573393007214205,2.518992480666532,2.6224218037760663,2.9273307365534325,3.157339300721422,1.506478064861695
100,9.794880141250312e-07,92.9999928779195,93.0,0.5,4.9789766875609045,5.000001902259736,2,3,6.666667500175032,54882,0.1499999937486879,3,0.444132198049022,0,8.083368474903224,14.240701613853068,12.420875915022089,13.967058797595003,12.758400210966832,14.240701613853066,7.732245735949298
101,0.0007115302667214,104.96595962919255,105.0,0.5,4.746761663909763,5.002773498049276,2,3,3.333972949966442,649808,0.2999808139552969,6,1.7765287921960824,0,3.218377290805317,6.933412732094148,4.9265011920910124,6.044564244223855,5.970785125935116,6.933412732094148,3.655029000611621
